Date		Location	Operator	Fatalities	On-board
23-Apr-1978	Arlington	Indiana	Air Taxi	9	9
27-Apr-1978	Upolu	West Samoa	South Pacific Island Airways	10	10
29-Apr-1978	Bogota	Colombia	LAC Colombia	8	12
8-May-1978	Pensacola	Florida	National Airlines	3	58
18-May-1978	Kouchi	Japan	Military - Japan Maritime Self Defense Force	13	13
19-May-1978	Pochinok	Russia	Aeroflot	4	134
23-Jun-1978	Saint John's	Newfoundland	Gander Aviation	10	10
26-Jun-1978	Off Bergen	Norway	Helikopter Service	18	18
26-Jun-1978	Toronto	Canada	Air Canada	2	107
24-Jul-1978	Near Nairobi	Kenya	Amphibians	5	11
14-Aug-1978	Sogamoso	Bolivia	Aeropeca	18	18
25-Aug-1978	Laboucher Bay	Alaska	Webber Air - Air Taxi	12	12
25-Aug-1978	Raton	New Mexico	Air Taxi	6	6
26-Aug-1978	Papun	Burma	Burma Airways	14	14
30-Aug-1978	Las Vegas	Nevada	Las Vegas Airlines	10	10
2-Sep-1978		Atlantic Ocean	Antillies Air - Air Taxi	4	11
3-Sep-1978	Near Kariba	Rhodesia (Zimbabwe)	Air Rhodesia	38	56
3-Sep-1978	"Coal Harbour , BC"	Canada	AirWest Airlines	11	13
3-Sep-1978	Conakry	Guinea	Air Guinee	15	17
9-Sep-1978	Near Mexico City	Mexico	Lineas Areas del Centro	18	21
9-Sep-1978	Savoy	Illinois	Air Taxi	6	6
9-Sep-1978	Wrangell	Alaska	Temesco Helicopter - Air Taxi	3	3
13-Sep-1978	Whittier	AK	Alaska Travel	6	6
14-Sep-1978	Paranaque	Philippines	Military - Philippine Air Force	21	28
17-Sep-1978		Atlantic Ocean	Viking Air Service - Air Taxi	3	3
25-Sep-1978	San Diego	California	Pacific Southwest Airlines / Private	137	137
25-Sep-1978	Monroe	Massachusetts	Business Aircraft - Air Taxi	3	3
26-Sep-1978	San Juan	Puerto Rico	Francisco Cruz	6	6
3-Oct-1978	Near Kuopio	Finland	Military - Finish Air Force	15	15
3-Oct-1978	Near Mandalay	Myanmar	Burma Airways	2	44
6-Oct-1978	Santiago de Chile	Chile	Military - US Navy	18	18
7-Oct-1978	Sverdlovsk	Russia	Aeroflot	38	38
8-Oct-1978	Kenai	Alaska	Era Helicopter - Air Taxi	2	7
22-Oct-1978	Off Bellona	Solomon Islands	Solomon Islands Airlines	11	11
23-Oct-1978	Gulf of Sivash	USSR	Aeroflot	26	26
24-Oct-1978	Torreon	New Mexico	Don Zimmerman - Air Taxi	4	4
31-Oct-1978	Bel�m	Brazil	Taxi A�reo Kovacs	9	9
5-Nov-1978	Off Alexandria	Egypt	Nile Delta Air Services	18	18
13-Nov-1978	Lubbox	Texas	Astrd Wing Aviaiton - Air Taxi	2	2
15-Nov-1978	Near Katunayake	Sri Lanka	Loftleidir Icelandic Airlines	183	262
16-Nov-1978	Hays	Kansas	Festus Flying Service - Air Taxi	2	2
18-Nov-1978	Off Marie Galante Island	West Indies	Air Guadeloupe	15	20
19-Nov-1978	Near Leh	India	Military - Indian Air Force	77	77
21-Nov-1978	Near Rubio	Venezuela	Taxi Aereo el Venado	27	27
25-Nov-1978	Hydaburg	Alaska	Tyee Airlines - Air Taxi	5	5
28-Nov-1978	Hartford	Connecticut	Corporate Air - Air Taxi	3	3
4-Dec-1978	Near Steamboat Springs	Coloado	Rocky Mountain Airways	2	22
16-Dec-1978	Selvapiana	Italy	Air 70	10	10
17-Dec-1978	Hyderabad	India	Indian Airlines	1	132
19-Dec-1978	Morton	Illinois	Galesburg Aviation - Air Taxi	2	2
21-Dec-1978	Chevak	Alaska	Chugiak Aviation - Air Taxi	2	7
23-Dec-1978	"Off Cinisi , Sicily"	Italy	Alitalia	108	129
26-Dec-1978	Turks & Caicos Islands	Caribbean	Ha�ti Air Inter	10	10
28-Dec-1978	Portland	Oregon	United Air Lines	10	189
11-Jan-1979	Templeton	Massachusetts	Nash and Tampo - Air Taxi	5	5
15-Jan-1979	Minsk	Russia	Aeroflot	13	13
18-Jan-1979	Near Belgorod	Russia	Aeroflot	3	3
19-Jan-1979	Grand Rapids	Michigan	L.J. Simmons - Air Taxi	4	6
24-Jan-1979	Bechar	Algeria	Air Algerie	14	23
27-Jan-1979	Rodez	France	Air Rouergue	5	6
30-Jan-1979	125 miles ENE of Tokyo	Japan	Varig	6	6
5-Feb-1979	Trebinje	Bosnia Herzegovina	Aeropol	3	3
8-Feb-1979	Near Agudos	Brazil	TAM Lineas A�reas Regional	18	18
12-Feb-1979	Clarksburg	West Virginia	Allegheny Airlines	2	25
12-Feb-1979	Near Kariba	Rhodesia	Air Rhodesia	59	59
17-Feb-1979	Manakau Harbor	New Zealand	Air New Zealand	2	4
19-Feb-1979	Barentu	Ethiopia	Ethiopian Airlines	5	5
26-Feb-1979	Greensville	Mississippi	Air Service - Air Taxi	3	3
26-Feb-1979	Near Moanda	Gabon	Air Gabon	3	3
1-Mar-1979	Gulfport	Mississippi	Universal Airways	8	8
2-Mar-1979	Galesburg	Illinois	Agee Flying Service - Air Taxi	4	4
6-Mar-1979	Near Probolinggo	Indonesia	Garuda Indonesia Airlines	4	4
10-Mar-1979	Off Marina del Rey	California	Swift Aire Lines Inc.	3	7
14-Mar-1979	Near Doha Airport	Qatar	Alia Royal Jordanian Airlines	45	64
14-Mar-1979	Bejing	China	CAAC	12	12
17-Mar-1979	Near Moscow	Russia	Aeroflot	58	119
20-Mar-1979	Chardzhow	Russia	Aeroflot	29	29
22-Mar-1979	Nightmute	Alaska	Village Aviation - Air Taxi	2	7
22-Mar-1979	Liepaya	Latvia	Aeroflot	4	5
26-Mar-1979	Luanda	Angola	Interflug	10	10
29-Mar-1979	"Ste. Foy , PQ"	Canada	Quebecair	17	24
12-Apr-1979	Carrizozo	New Mexico	SW Air Rangers - Air Taxi	3	3
14-Apr-1979	Off Avalon	California	Catalina Airlines	1	11
18-Apr-1979	Newark	New Jersey	New York Airways	3	18
23-Apr-1979	Near Cuenca	Ecuador	SAETA	57	57
25-Apr-1979	Baykity	Russia	Aeroflot	4	4
25-May-1979	Chicago O'Hare	Illinois	American Airlines	271	271
25-May-1979	Bullen Point	Alaska	Sea Airmotive	3	3
27-May-1979	Off Dakar	Senegal	Military - Mauritanian Air Force	12	12
30-May-1979	Rockland	Maine	Downeast Airlines	17	18
7-Jun-1979	Near Leh	India	Military - Indian Air Force	27	27
9-Jun-1979	Chicago	Illinois	Skystream Airlines	2	2
17-Jun-1979	Hyannis	Massachusetts	Air New England	1	10
11-Jul-1979	Near Medan Airfield	Indonesia	Garuda Indonesia Airlines	61	61
12-Jul-1979	Anchorage	Alaska	Soldotna Air Services	7	7
12-Jul-1979	Bua	Fiji	Fiji Air Services	9	9
20-Jul-1979	Off Honolulu	Hawaii	Trans National Airlines	3	3
23-Jul-1979	Beirut	Lebanon	Trans Mediterranean Airways	6	6
24-Jul-1979	St. Croix	Virgin Islands	Prinair	8	21
31-Jul-1979	"Off Sumburgh , Shetlands"	England	Dan Air Services	17	47
2-Aug-1979	Canton	Ohio	Private	1	3
3-Aug-1979	Leningrad	USSR	Aeroflot	14	14
4-Aug-1979	Pistol Creek	Idaho	Boise Air Service	6	6
4-Aug-1979	Near Panvel	India	Indian Airlines	45	45
9-Aug-1979	Flushing	New York	Southern Jersey Air - Air Taxi	3	3
11-Aug-1979	Near Katab	Egypt	Bahri Aviation	5	5
11-Aug-1979	Near Volgograd	Russia	Aeroflot / Aeroflot	178	178
22-Aug-1979	Bogota	Colombia	SATENA	1	1
23-Aug-1979	Near Enisseysk	USSR	Aeroflot	11	16
29-Aug-1979	Frobisher Bay	Canada	Bradley Air Services	9	9
29-Aug-1979	Near Kirsanov	Russia	Aeroflot	63	63
3-Sep-1979	Andema	Russia	Aeroflot	40	44
3-Sep-1979	Nice	France	Sterling Airways	10	10
11-Sep-1979	Off Taipei	Taiwan	China Airlines (Taiwan)	6	6
14-Sep-1979	Near Sarroch	Italy	Aero Transporti Italiani	31	31
14-Sep-1979	Near Klamath Falls	Oregon	Butler Aviation Inc.	12	12
18-Sep-1979	Blink Horn Point	Canada	Pacific Coastal Airlines	4	9
19-Sep-1979	Merced	California	Military - U.S. Air Force	5	5
30-Sep-1979	Porpoise Bay	British Columbia Canada	West Coast Air	2	16
3-Oct-1979	Juneau	Alaska	Southeast Skyways - Air Taxi	3	3
8-Oct-1979	Athens	Greece	Swissair	14	156
8-Oct-1979	Covington	Kentucky	Comair	8	8
8-Oct-1979	Anchorage	Alaska	Spernak Airway - Air Taxi	4	4
22-Oct-1979	Bloomington	Indiana	Rhoadgs Aviation - Air Taxi	2	2
27-Oct-1979	Lensk	Russia	Aeroflot	3	12
27-Oct-1979	Near San Ysidro	California	?	10	10
28-Oct-1979	Tijuana	Mexico	Procurator Generale de la Republica	10	10
31-Oct-1979	Mexico City	Mexico	Western Airlines	72	88
1-Nov-1979	Big Trout Lake	Canada	Austin Airways	3	3
2-Nov-1979	Greenville	South Carolina	Bankair Inc. - Air Taxi	5	7
12-Nov-1979	Salem	Oregon	McKenzie Flying Service - Air Taxi	3	3
15-Nov-1979	Near Chicago	Illinois	American Airlines	0	78
16-Nov-1979	Vologda	Russia	Aeroflot	3	5
18-Nov-1979	Granger	Utah	Transamerica Airlines	3	3
26-Nov-1979	"Takla Narrows , British Columbia"	Canada	Smithers Air Service	3	4
26-Nov-1979	"Near At Ta'if , Jeddah"	Saudi Arabia	Pakistan International Airlines	156	156
28-Nov-1979	"Near Mt. Erebus , Ross Ice Shelf"	Antarctica	Air New Zealand	257	257
30-Nov-1979	San Andres Island	Colombia	Aerolineas La Gaviola	9	9
3-Dec-1979	Nome	Alaska	Evergreen Helicopter - Air Taxi	4	4
9-Dec-1979	Cherskiy	Russia	Aeroflot	7	7
12-Dec-1979	Apolo	Bolivia	CAMBA	10	11
19-Dec-1979	Cerro Toledo Mountain	Colombia	SATENA	19	19
22-Dec-1979	Near Puerto Esperanza	Peru	Fuerza A�rea del Peru	29	29
23-Dec-1979	Menari	Papua New Guinea	Douglas Airways	15	15
23-Dec-1979	Ankara	Turkey	Turkish Airlines (THY)	41	45
2-Jan-1980		Haiti	Ha�ti Air Inter	9	9
11-Jan-1980		Over the Atlantic Ocean	Private charter	2	2
14-Jan-1980	Shungnak	Alaska	Ambler Air Service	7	9
21-Jan-1980	"Elburz Mtns. , near Tehran"	Iran	Iran Air	128	128
23-Jan-1980	Mt. Cemonyet	Indonesia	Pelita Air Service	13	13
24-Jan-1980	Near Mandalay	Burma	Military - Union of Burma Air Force	43	44
3-Feb-1980	Baracoa	Cuba	Cubana de Aviacon	1	37
21-Feb-1980	Leeville	Louisiana	Rotor Airs Inc - Air Taxi	6	7
21-Feb-1980	"Sydney , NSW"	Australia	Advance Airlines	13	13
22-Feb-1980	Near Agra	India	Military - Indian Air Force	46	47
27-Feb-1980	Manila	Philippines	China Airlines (Taiwan)	2	135
14-Mar-1980	Near Yenice	Turkey	Military - U.S. Air Force	18	18
14-Mar-1980	Near Warsaw	Poland	LOT Polish Airlines	87	87
21-Mar-1980	Houston	Texas	Eagle Commuter	7	10
21-Mar-1980	Off Macae	Brazil	VOTEC	14	14
24-Mar-1980	Deer Lake	Canada	Tomahawk Airways	6	9
30-Mar-1980	Cuiaba	Brazil	Votec Taxi A�reo	9	9
12-Apr-1980	Florianopolis	Brazil	Transbrasil	55	58
14-Apr-1980	Krasnoyarsk	Russia	Aeroflot	2	53
24-Apr-1980	Posht-i-Badam	Iran	Military - U.S. Air Force	5	7
25-Apr-1980	Tenerife	Canary Islands	Dan Air Services	146	146
27-Apr-1980	Don Muang	Thailand	Thai Airways	44	53
13-May-1980	Off Varadero	Cuba	Cubana de Aviacion	3	3
13-May-1980	Campinas	Brazil	Votec Taxi A�reo	7	7
19-May-1980	Off Sarasota	Florida	Northeast Jet	2	2
28-May-1980	Gran Canaria Island	Spain	Spanish Air Force	11	11
2-Jun-1980	Near Yachiba	Bolivia	Lloyd Aereo Boliviano	13	13
8-Jun-1980	Near Matala	Angola	Lineas Aereas de Angola	29	29
12-Jun-1980	Near Dushanbe	Russia	Aeroflot	29	29
12-Jun-1980	Valley	Nebraska	Air Wisconsin	13	15
15-Jun-1980	Lihue	Hawaii	Aero Pac Lease - Air Taxi	2	2
27-Jun-1980	"Tyrrhenian Sea , off Ustica"	Italy	Itavia	81	81
7-Jul-1980	Near Tepic	Mexico	IMSS	13	13
8-Jul-1980	"Near Alma-Ata , Kazakhstan"	USSR	Aeroflot	166	166
12-Jul-1980	Golovin	Alaska	Ryan Air Services	8	8
21-Jul-1980	Tusayan	Arizona	Scenic Airlines	8	8
25-Jul-1980	Philadelphia	Pennsylvania	Air Pennsylvania - Air Taxi	3	3
1-Aug-1980	Cerro Lilio	Mexico	Aeronaves del Peru	3	7
3-Aug-1980	Togiak	Alaska	Yute Air Alaska - Air Taxi	2	9
6-Aug-1980	Houma	Louisiana	Air Logistics	13	13
7-Aug-1980	Nouadhibou	Mauretania	Tarom	1	168
11-Aug-1980	Rio de Janeiro	Brazil	Prospec	3	3
13-Aug-1980	Sa Cabaneta	Spain	Spantax	4	4
19-Aug-1980	Riyadh	Saudi Arabia	Saudi Arabian Airlines	301	301
26-Aug-1980	Near Jakarta	Indonesia	Bouraq Indonesia Airlines	37	37
5-Sep-1980	Near Montelimar	France	Military - Kuwait Air Force	8	8
10-Sep-1980	Puerto Olaya	Colombia	Aeronorte Colombia	3	3
12-Sep-1980	Off Freeport	Bahamas	Florida Commuter Airlines	34	34
14-Sep-1980	Kindu	Zaire	Military - Force A�rienne Za�roise	36	36
15-Sep-1980	Near Medina	Saudi Arabia	Military - Royal Saudi Air Force	89	89
17-Sep-1980	Near Kindu	Zaire	Military - Zairean Air Force	36	36
22-Sep-1980	Mount Smjorfjollum	Iceland	Flugfelag Austurlands	3	3
30-Sep-1980	Badakshan	Afghanistan	Military - Soviet Air Force	45	45
24-Oct-1980	Gainsville	Florida	Tampa Air Center - Air Taxi	3	3
4-Nov-1980	Caracas	Venezuela	Fuerza A�rea Venezolana	11	11
12-Nov-1980	Near Cairo	Egypt	Military - U.S. Air Force	13	13
17-Nov-1980	Annanberg	Papua New Guinea	Provincial Air Services	4	4
19-Nov-1980	Seoul	South Korea	Korean Airlines	15	226
24-Nov-1980	Near Medellin	Colombia	F.R. de la Direccion General de Ados	20	20
28-Nov-1980	Pecos City	Texas	Central Air Services	2	2
5-Dec-1980	Dar es Salaam	Tanzania	Tanzania Aviation	10	10
7-Dec-1980	Michigan City	IN	Queen Airmotive - Air Taxi	4	4
12-Dec-1980	Cold Bay	Alaska	Penninsula Airways - Air Taxi	4	4
16-Dec-1980	"Tumut , "	Australia	Eagle Airways	2	2
21-Dec-1980	Near Rio Hacha	Colombia	Transportes Aereos del Caribe	70	70
23-Dec-1980	Qatar	Qatar	Saudi Arabian Airlines	2	291
14-Jan-1981	Ramstein AFB	West Germany	Military - U.S. Air Force	11	11
20-Jan-1981	Spokane	Washington	Cascade Airways	7	9
27-Jan-1981	Winnemucca	Nevada	Orcon Inc. - Air Taxi	2	3
7-Feb-1981	Near Leningrad	Russia	Military - Soviet Navy	52	52
10-Feb-1981	Houma	Louisiana	Walker - Watts Aviation - Air Taxi	4	4
11-Feb-1981	White Plains	New York	Private - Corporate	8	8
22-Feb-1981	Avalon	California	Helicopter - Air Taxi	2	8
24-Feb-1981	Belem	Brazil	VOTEC	11	14
25-Feb-1981	North Adams	Massachusetts	Berkshire Aviation - Air Taxi	2	3
26-Feb-1981		Off Tabones Island  Philippines	Military - U.S. Air Force	23	24
2-Mar-1981	Fallon	Nevada	Air Chaparral - Air Taxi	2	2
10-Mar-1981	Moroni	Comoro Islands	Military - French Naval Aviation	18	18
15-Mar-1981	Shemya AFB	Alaska	Military - U.S. Air Force	6	24
26-Mar-1981	Redzikowo	Poland	LOT Polish Airlines	1	52
27-Mar-1981	Galena	Alaska	Galena Air Service - Air Taxi	4	4
1-Apr-1981	"Mt. Hagen , Papua"	New Guinea	Talair	8	8
6-Apr-1981	Laguna Soliz	Bolivia	Urcupina	7	7
7-Apr-1981	Cincinnati	Ohio	Freedom International	1	2
17-Apr-1981	Loveland	Colorado	Air US / Private	15	19
28-Apr-1981	Pekanbaru	Indonesia	Airfast Indonesia	15	17
28-Apr-1981	Batagay	Russia	Aeroflot	12	12
6-May-1981	Near Fredrick	Maryland	Military - U.S. Air Force	21	21
7-May-1981	Rio de la Plata	Argentina	Austral Lineas Aeras (Argentina)	31	31
16-May-1981	Near Menongue	Angola	TAAG Angola Airlines	4	4
21-May-1981	Pinarete Mountain	Mexico	Lineas Aereas	20	20
22-May-1981	Near Zumba	Ecuador	TAME	18	18
24-May-1981	Near Guachala	Ecuador	Military - Ecuadorean Air Force	27	27
28-May-1981	Avalon	California	Shanair Inc. - Air Taxi	2	3
29-May-1981	Cairo	Egypt	Military - Egyptian Air Force	17	17
13-Jun-1981	Hualien	Taiwan	Taiwan Airlines	2	2
14-Jun-1981	Ust-Barguzin	Russia	Aeroflot	48	48
17-Jun-1981	Miraflores	Colombia	Taxi A�reo el Venado	2	12
26-Jun-1981	Nailstone	England	Dan Air Services	3	3
30-Jun-1981	Muskegon	Michigan	G & W Aviation	5	5
18-Jul-1981	Near Yerevan	Armenia	TAR	4	4
20-Jul-1981	Mogadishu	Somalia	Somali Airlines	50	50
23-Jul-1981	Kansas City	Kansas	Air Taxi	4	4
24-Jul-1981		Madagascar	Air Madagascar	19	19
25-Jul-1981	Caruru	Colombia	Transamazonica	4	9
27-Jul-1981	Chihuahua	Mexico	Aeromexico	30	66
11-Aug-1981	Skagway	Alaska	Air Taxi - Skagway Air Service	6	6
22-Aug-1981	"Near Sanyi , Miao-li"	Taiwan	Far Eastern Air Transport	110	110
24-Aug-1981	Near Zavitinsk	Russia	Aeroflot / Military - Russian Air Force	31	32
27-Aug-1981	Mt. Elena	Colombia	Aeropesca Colombia	50	50
29-Aug-1981	Zeya	Russia	Aeroflot	3	34
2-Sep-1981	Paipa	Colombia	Taxi Aereo el Venado	21	22
18-Sep-1981	Zeleznogorsk	Russian	Aeroflot /Military - Russian	40	40
21-Sep-1981	Nellis AFB	Nevada	Military - U.S. Air Force	7	68
22-Sep-1981	Near Babaeski	Turkey	Military - Turkish Air Force	0	0
29-Sep-1981	Tehran	Iran	Military - Iranian Air Force	60	60
1-Oct-1981	Casper	Wyoming	Sky Train Air	3	3
6-Oct-1981	Moerdijk	Netherlands	NLM (Nederlandse Luchtvaart Maatschappij)	17	17
15-Oct-1981	Kufstein	Austria	Oefag Flugdienst	9	9
26-Oct-1981	St. Thomas	U.S. Virgin Islands	Aerolineas Argo	5	5
31-Oct-1981	Bafoussam	Cameroon	Cameroon Airlines	1	24
8-Nov-1981	Sierra de Guerro	Mexico	Aeromexico	18	18
15-Nov-1981	Mount Pocono	Pennsylvania	Air Taxi - Moyer Aviation	4	4
16-Nov-1981	Norilsk	Russia	Aeroflot	99	167
19-Nov-1981	Biratnagar	Nepal	Royal Nepal Airlines	10	10
30-Nov-1981	Castries	Saint Lucia Island	Guyana Airways	3	3
1-Dec-1981	"Mt. San Pietro , near Ajaccio , Corsica"	France	Inex Adria Aviopromet (Yugoslavia)	180	180
5-Dec-1981	Honolulu	Hawaii	Private - Parajump air show	11	12
10-Dec-1981	Tyonek	Alaska	Air Taxi - Spernak Airways	4	4
15-Dec-1981	Mt. McKinley	AK	Air Taxi - Hudson Air Service	2	4
16-Dec-1981	Kuala Belait	Brunei	Bristow Helicopters	12	12
18-Dec-1981	Near Covenas	Colombia	ACES Colombia	13	13
31-Dec-1981	Durango	Colorado	Air Taxi - Sun West Airline	4	6
7-Jan-1982	Helena	Montana	Air Taxi	2	2
7-Jan-1982	Near Gelendzhik	USSR	Aeroflot	18	18
13-Jan-1982	Washington	D.C.	Air Florida	74	79
14-Jan-1982	Near Addis Ababa	Ethiopia	Military - Ethiopian Air Force	73	73
23-Jan-1982	"Logan Airport , Boston"	Massachusetts	World Airways	2	212
25-Jan-1982	Constanta	Romania	Tarom	7	7
3-Feb-1982	Djibouti	Djbouti	Military - French Air Force	35	35
6-Feb-1982	Island of Cheju	South Korea	Military - Republic of South Korea Air Force	53	53
7-Feb-1982	Near Srinagar	India	Military - Indian Air Force	23	23
9-Feb-1982	Mt. Ipao	Philippines	Trans Air Services	3	32
9-Feb-1982	Tokyo	Japan	Japan Air Lines	24	174
19-Feb-1982	Cerro el Tablazo	Colombia	LAC Columbia	4	4
21-Feb-1982	Providence	Rhode Island	Pilgrim Airlines	1	12
11-Mar-1982	Mehamn	Norway	Wideroe's Flyveselksap	15	15
19-Mar-1982	Leesburg	Florida	Private	3	3
19-Mar-1982	Near Woodstock	Illinois	Military - U.S. Air Force	27	27
20-Mar-1982	Branti Airport	Indonesia	Garuda Indonesia Airlines	27	27
26-Mar-1982	Queate	Colombia	Aeropesca Colombia	21	21
11-Apr-1982	Near Tanana	Alaska	Air Taxi - Tundra Copters	3	3
13-Apr-1982	Near Erzurum	Turkey	Military - U.S. Air Force	27	27
26-Apr-1982	"Near Yangshuo , Guangxi"	China	CAAC	112	112
28-Apr-1982	Hakalau	Hawaii	Air Taxi	2	2
30-Apr-1982		Gulf of Thailand	Okanagan Helicopters	13	13
9-May-1982	Off Aden	Yemen	Alyemda	47	49
12-May-1982	Judsonia	Arkansas	Military - U.S. Air Force	7	7
19-May-1982		South Atlantic Ocean	Military - Royal British Navy	21	30
25-May-1982	Brazilia	Brazil	VASP	2	118
28-May-1982	Off Natuma Island	Indonesia	Pelita Air Service	10	10
1-Jun-1982	Near Songnam-si	South Korea	Military - Republic of South Korea Air Force	53	53
8-Jun-1982	Near Pacatuba	Brazil	VASP	137	137
12-Jun-1982	Tabatinga	Brazil	TABA	44	44
22-Jun-1982	Bombay	India	Air India	17	111
24-Jun-1982	Mount Galunggung	Indonesia	British Airways	0	257
28-Jun-1982	Southern Belarus	USSR	Aeroflot	132	132
3-Jul-1982	Oganda	Gabon	Air Affaires Gabon	12	12
6-Jul-1982	Near Moscow	Russia	Aeroflot	90	90
9-Jul-1982	Kenner	Louisiana	Pan American World Airways	145	145
11-Jul-1982	Jolo	Philippines	Philippine Air Lines	4	30
14-Jul-1982	Oxbow	Oregon	Air Taxi - Hell's Canyon Navigation Company	4	4
23-Jul-1982	Castaic	California	Western Helicopter	0	1
24-Jul-1982	Near Sitka	Alaska	Air Taxi - Bellair	4	4
4-Aug-1982	Concord	New Hampshire	Air Taxi - Coastal Air Services	2	2
11-Aug-1982		Pacific Ocean	Pan American World Airways	1	?
12-Aug-1982	Mindat	Myanmar	Burma Airways	8	8
14-Aug-1982	Near Managua	Nicaragua	Military - Nicaraguan Air Force	20	20
14-Aug-1982	"Sukhumi , Georgia"	USSR	Aeroflot / Aeroflot	11	11
20-Aug-1982	Off Castries	Saint Lucia	Inter Island Air Services	10	10
31-Aug-1982	Knotsville	Tennessee	Military - U.S. Air Force	9	9
1-Sep-1982	Near Valladolid	Ecuador	Aerolineas Condor	44	44
4-Sep-1982	Rio Branco	Brazil	Cia Brasiliera de Tratores	10	10
11-Sep-1982	Near Mannheim	West Germany	Military - U.S. Army	46	46
13-Sep-1982	Near Malaga	Spain	Spantax	50	394
17-Sep-1982	Near Nondalton	Alaksa	Air Taxi - Lake Clark Flying Service	4	5
18-Sep-1982	"Two Bridge Lake , British Colombia"	Canada	Central Mountain Air Services	5	5
21-Sep-1982	Near Kotzbue	Alaska	Air Taxi - Baker Aviation	4	6
29-Sep-1982	Luxembourg	Luxembourg	Aeroflot	14	77
20-Oct-1982		Atlantic Ocean	Air Taxi	8	8
17-Nov-1982		Off Taiwan	Far Eastern Air Transport	15	15
23-Nov-1982	Cullman	Alabama	Air Taxi -Central American International	2	2
29-Nov-1982	Lubango	Angola	TAAG Angola Airlines	15	15
30-Nov-1982	Quetame	Colombia	Aerolineas Centrales de Colombia	22	22
1-Dec-1982	Douglassville	Pennsylvania	Air Taxi - Basco Flying Service Inc.	3	5
7-Dec-1982	Near Pueblo	Colorado	Pioneer Airlines	2	2
9-Dec-1982	Near San Andres de Bocay	Nicaragua	Military - Nicaraguan Air Force	84	88
9-Dec-1982	La Serena	Chile	Aeronor Chile	46	46
9-Dec-1982	Near Klawock	Alaksa	Air Taxi - Tyee Airlines Inc.	8	8
15-Dec-1982	Defiance	Ohio	Air Taxi - Custom Air Transport Inc.	2	2
22-Dec-1982	Mesvres	France	Rijnmond Air Services	10	10
23-Dec-1982	Rostov-on-Don	Russia	Aeroflot	16	16
24-Dec-1982	Guangzhou	China	CAAC	25	69
9-Jan-1983	Brainerd	Minnesota	Republic Airlines	1	33
11-Jan-1983	Detroit	Michigan	United Air Lines	3	3
14-Jan-1983	Near Karimui	Papua New Guinea	Talair	10	10
16-Jan-1983	Ankara	Turkey	Turkish Airlines (THY)	47	67
13-Feb-1983	Fayetteville	North Carolina	Military - U.S. Air Force	6	6
23-Feb-1983	Brooksville	Florida	Air Taxi - Capital Aviation Services	2	2
9-Mar-1983	Off Macae	Brazil	Aeroleo Taxi Aereo	11	11
10-Mar-1983	Near Shach Goan	Afghanistan	Bakhtar Afghan Airlines	19	19
11-Mar-1983		Barquisimeto Venezuela	Avensa	23	50
24-Mar-1983	Jeffersonville	Georgia	Air Taxi	4	4
30-Mar-1983	Newark	New Jersey	Central Airlines	2	2
3-Apr-1983	Guangzhou	China	Total	8	8
7-Apr-1983	Selawik	Alaska	Munz Northern Airlines	2	3
16-Apr-1983	Near Khartoum	Sudan	Air Liberia	8	9
19-Apr-1983	Near Toba	Japan	Japan Air Self-Defence Force	14	14
19-Apr-1983	Leninakan	Russia	Aeroflot	21	21
26-Apr-1983	Iwakuni AB	Japan	Military - Japan Maritime Self Defense Force	11	14
29-Apr-1983	Guayaquil	Ecuador	SAN Ecuador	8	100
30-Apr-1983	Jacksonville	Florida	Military - United States Navy	15	15
5-May-1983	"En route Miami , FL - Nassau"	Bahamas	Eastern Air Lines	0	172
5-May-1983	Near Ban Ta Khli	Thailand	Military - Royal Thai Air Force	30	30
2-Jun-1983	"Cincinnati International Airport , Covington/Hebron"	Kentucky	Air Canada	23	46
2-Jun-1983	Tanjung Karang	Indonesia	Garuda Indonesia Airlines	3	61
5-Jun-1983	Cape Town	South Africa	Air Taxi - Linair Express	7	9
6-Jun-1983	Off Quemoy	Taiwan	Military - Republic of China Air Force	47	47
8-Jun-1983	Near Cold Bay	Alaska	Reeve Aleutian Airways	0	15
16-Jun-1983	Kauai	Hawaii	Military - U.S. Navy	14	14
21-Jun-1983	Niela	Mali	Air Mali	7	7
25-Jun-1983	Cortez	Colorado	Air Taxi - Four Corners Aviation Inc.	2	5
28-Jun-1983	Las Vegas	Nevada	Military - U.S. Air Force	6	6
1-Jul-1983	Labe	Guinea	CAAK	23	23
11-Jul-1983	"Near Cuenca , Azuay"	Ecuador	TAME	119	119
16-Jul-1983	Off Scilly Islands	UK	British Airways Helicopters	20	26
23-Jul-1983	"Gimli , Manitoba"	Canada	Air Canada	0	69
26-Jul-1983	Near Ambone	Indonesia	Bali International Air Service	7	11
5-Aug-1983	Off Bula	Indonesia	Bali International Air Service	2	2
11-Aug-1983	Evart	Michigan	Air Taxi - Northern Air Services Inc.	2	2
17-Aug-1983	Grand Canyon	Arizona	Las Vegas Airlines	10	10
27-Aug-1983	Near Dundo	Angola	Transamerica Airlines	7	7
28-Aug-1983	"Adavale , Queensland"	Australia	Moore's Air Charter	12	12
30-Aug-1983	"Near Alma-Ata , Kazakastan"	USSR	Aeroflot	90	90
1-Sep-1983	Near Sakhalin Island	Russia	Korean Airlines	269	269
2-Sep-1983	"Near Smithers , British Columbia"	Canada	Central Mountain Air Services	9	9
14-Sep-1983	Guilin	China	CAAC	11	106
